epoch,accuracy,loss,val_accuracy,val_loss
0,0.46937295794487,1.8374476432800293,0.6235194802284241,1.1706774234771729
1,0.639362096786499,1.1108664274215698,0.7622673511505127,0.728721022605896
2,0.7495469450950623,0.8002927899360657,0.8434855937957764,0.537315845489502
3,0.7968466877937317,0.649185299873352,0.8891708850860596,0.4063253104686737
4,0.8432403206825256,0.5296204090118408,0.9145516157150269,0.3365018665790558
5,0.8600942492485046,0.4581281542778015,0.9323180913925171,0.27150043845176697
6,0.8747734427452087,0.40524065494537354,0.9314720630645752,0.2529703378677368
7,0.8829286098480225,0.36181968450546265,0.933164119720459,0.21357709169387817
8,0.894345760345459,0.326507568359375,0.9365482330322266,0.19450128078460693
9,0.8981515169143677,0.31125539541244507,0.9373942613601685,0.18927745521068573
10,0.9095686674118042,0.29036667943000793,0.9492385983467102,0.16248223185539246
11,0.9086625576019287,0.2816390097141266,0.942470371723175,0.18148967623710632
12,0.915730357170105,0.26604193449020386,0.9492385983467102,0.1525755226612091
13,0.9224356412887573,0.23711584508419037,0.9483925700187683,0.15802641212940216
14,0.9226168990135193,0.23675139248371124,0.9467005133628845,0.1485549807548523
15,0.921891987323761,0.24082791805267334,0.9475465416908264,0.14816205203533173
16,0.9240666627883911,0.22640222311019897,0.9543147087097168,0.1335778534412384
17,0.9276912212371826,0.22068773210048676,0.9416243433952332,0.14784008264541626
18,0.9309532642364502,0.2061004787683487,0.9543147087097168,0.12935355305671692
19,0.9253352880477905,0.216436505317688,0.9441624283790588,0.1402132660150528
20,0.9302283525466919,0.21229463815689087,0.9492385983467102,0.13569994270801544
21,0.9311344623565674,0.20105579495429993,0.9517766237258911,0.13005708158016205
22,0.9318593740463257,0.19843250513076782,0.950930655002594,0.12900947034358978
23,0.9338528513908386,0.19819864630699158,0.952622652053833,0.1311795711517334
24,0.9327654838562012,0.1955900639295578,0.9551607370376587,0.12067286670207977
25,0.9358463287353516,0.18491680920124054,0.9568527936935425,0.12325651198625565
26,0.9398332834243774,0.17894600331783295,0.9593908786773682,0.11365808546543121
27,0.9360275268554688,0.182027205824852,0.9560067653656006,0.11918951570987701
28,0.9365712404251099,0.18727105855941772,0.961082935333252,0.11617368459701538
29,0.9425516724586487,0.1722744256258011,0.9560067653656006,0.1187230721116066
30,0.9327654838562012,0.18104222416877747,0.9560067653656006,0.11430977284908295
31,0.943095326423645,0.1743951439857483,0.9576988220214844,0.11634472757577896
32,0.9423704147338867,0.16393142938613892,0.950930655002594,0.11928758770227432
33,0.9380210041999817,0.17198888957500458,0.9560067653656006,0.11095146834850311
34,0.9434577822685242,0.16814051568508148,0.9568527936935425,0.11419402807950974
35,0.9432765245437622,0.1609436422586441,0.9551607370376587,0.11919214576482773
36,0.9441826939582825,0.15978841483592987,0.9551607370376587,0.1134408488869667
37,0.9454512596130371,0.15354959666728973,0.9593908786773682,0.10664469748735428
38,0.9467198252677917,0.15802015364170074,0.9576988220214844,0.11090632528066635
39,0.9434577822685242,0.16112150251865387,0.9585448503494263,0.11295367777347565
40,0.9458137154579163,0.14957962930202484,0.962774932384491,0.10556656867265701
41,0.9434577822685242,0.1588786542415619,0.9593908786773682,0.10731066018342972
42,0.9463573694229126,0.15267948806285858,0.9585448503494263,0.10780118405818939
43,0.949256956577301,0.1519210785627365,0.9593908786773682,0.10603074729442596
44,0.9487133026123047,0.14682923257350922,0.9619289636611938,0.10594266653060913
45,0.9438202381134033,0.1550385057926178,0.9576988220214844,0.10753709822893143
46,0.9532439112663269,0.1402214616537094,0.9619289636611938,0.11371096223592758
47,0.9501631259918213,0.1417662799358368,0.9585448503494263,0.10771328210830688
48,0.9481696486473083,0.14340856671333313,0.9602369070053101,0.10984370112419128
49,0.9487133026123047,0.14806987345218658,0.9602369070053101,0.1101299598813057
50,0.955781102180481,0.13215641677379608,0.9585448503494263,0.10741568356752396
51,0.9516128897666931,0.13966819643974304,0.9576988220214844,0.10871154069900513
52,0.953606367111206,0.13450565934181213,0.9568527936935425,0.10288918763399124
53,0.9514316916465759,0.14667129516601562,0.961082935333252,0.10554879158735275
54,0.9528814554214478,0.14311805367469788,0.9576988220214844,0.10686764121055603
55,0.949256956577301,0.14056678116321564,0.9644669890403748,0.1075267642736435
56,0.951250433921814,0.13655368983745575,0.9560067653656006,0.11250051856040955
57,0.955781102180481,0.1272149384021759,0.9593908786773682,0.10017463564872742
58,0.953787624835968,0.12964743375778198,0.9593908786773682,0.10528784990310669
59,0.9510692358016968,0.1373058706521988,0.9636209607124329,0.10435652732849121
60,0.9523378014564514,0.13559071719646454,0.9593908786773682,0.09594709426164627
61,0.9541500806808472,0.13354262709617615,0.9568527936935425,0.10291267186403275
62,0.9528814554214478,0.13245952129364014,0.9653130173683167,0.10508850961923599
63,0.9561435580253601,0.12352485954761505,0.9670050740242004,0.0976560041308403
64,0.9566872119903564,0.13037192821502686,0.9568527936935425,0.10631611943244934
65,0.953787624835968,0.13023869693279266,0.9619289636611938,0.10194980353116989
66,0.953606367111206,0.13105399906635284,0.9585448503494263,0.09842552244663239
67,0.9565059542655945,0.1268669217824936,0.9670050740242004,0.09669715911149979
68,0.9519753456115723,0.13216985762119293,0.9576988220214844,0.10403058677911758
69,0.9586806893348694,0.12673018872737885,0.9593908786773682,0.10087339580059052
70,0.9584994316101074,0.12157469987869263,0.9560067653656006,0.10698536038398743
71,0.9532439112663269,0.12955023348331451,0.9585448503494263,0.10048127174377441
72,0.9545124769210815,0.12137820571660995,0.9636209607124329,0.10474132001399994
73,0.9586806893348694,0.12099858373403549,0.962774932384491,0.1017896756529808
74,0.9577745795249939,0.12345455586910248,0.9653130173683167,0.09949233382940292
75,0.9584994316101074,0.11857090890407562,0.961082935333252,0.10220128297805786
76,0.9552373886108398,0.12291748076677322,0.961082935333252,0.09730742871761322
77,0.9561435580253601,0.11872721463441849,0.9619289636611938,0.10250982642173767
78,0.9615802764892578,0.11400295048952103,0.9644669890403748,0.09537578374147415
79,0.9590431451797485,0.12175057828426361,0.962774932384491,0.0944414958357811
