optimizer,batch_size,epochs,train_loss,val_loss,test_loss,test_accuracy
adam,16,80,"[1.5186915397644043, 0.6916072368621826, 0.4783321022987366, 0.3872016668319702, 0.34311145544052124, 0.31761059165000916, 0.2977827489376068, 0.2720491290092468, 0.2473997324705124, 0.24541012942790985, 0.23538342118263245, 0.2263273000717163, 0.22105440497398376, 0.2108454555273056, 0.2130924016237259, 0.20826007425785065, 0.2112487107515335, 0.20310378074645996, 0.19498339295387268, 0.19019371271133423, 0.18826784193515778, 0.18766535818576813, 0.1862524449825287, 0.17198818922042847, 0.16949234902858734, 0.17851965129375458, 0.17141130566596985, 0.16818787157535553, 0.16131310164928436, 0.16777177155017853, 0.16085954010486603, 0.15730100870132446, 0.16517280042171478, 0.14594969153404236, 0.1541185975074768, 0.147343710064888, 0.15325723588466644, 0.14682304859161377, 0.14954936504364014, 0.146536722779274, 0.14850212633609772, 0.1515369564294815, 0.13783003389835358, 0.14284740388393402, 0.14255893230438232, 0.13655145466327667, 0.1461114138364792, 0.13548323512077332, 0.13555876910686493, 0.143263578414917, 0.1313984990119934, 0.1232016533613205, 0.12477966398000717, 0.13134191930294037, 0.11522623151540756, 0.13367468118667603, 0.1312093436717987, 0.12205000221729279, 0.13180653750896454, 0.12807562947273254, 0.12104671448469162, 0.11323750019073486, 0.12192432582378387, 0.12396196275949478, 0.12002976983785629, 0.12743103504180908, 0.11624065041542053, 0.12239451706409454, 0.12039325386285782, 0.11819010227918625, 0.11825337260961533, 0.12605594098567963, 0.11426219344139099, 0.11358676105737686, 0.11028675734996796, 0.11202092468738556, 0.12242434173822403, 0.11269520968198776, 0.11723341792821884, 0.1134900152683258]","[0.633689820766449, 0.34897589683532715, 0.2566319704055786, 0.20881211757659912, 0.197610542178154, 0.18661487102508545, 0.171608567237854, 0.17178240418434143, 0.15498962998390198, 0.1504434049129486, 0.13540387153625488, 0.13922929763793945, 0.14945708215236664, 0.14334873855113983, 0.1356508582830429, 0.1366935819387436, 0.13979335129261017, 0.1353466659784317, 0.15232078731060028, 0.12274761497974396, 0.133087620139122, 0.12401371449232101, 0.14186692237854004, 0.1332147866487503, 0.11885111033916473, 0.12099946290254593, 0.1165093332529068, 0.11438217759132385, 0.1292002946138382, 0.11248137801885605, 0.13555574417114258, 0.1275596022605896, 0.12057727575302124, 0.11964478343725204, 0.1111239418387413, 0.12086715549230576, 0.1231444850564003, 0.1192559152841568, 0.11437308043241501, 0.12431342154741287, 0.10899421572685242, 0.11310695856809616, 0.11833309382200241, 0.13068273663520813, 0.11591950058937073, 0.11106259375810623, 0.11739759892225266, 0.11624274402856827, 0.12012294679880142, 0.1276514232158661, 0.10222157835960388, 0.11588248610496521, 0.11454034596681595, 0.11609059572219849, 0.12148229032754898, 0.11578451842069626, 0.13411195576190948, 0.11391332745552063, 0.11329472810029984, 0.11600899696350098, 0.119898721575737, 0.1150340586900711, 0.11292251199483871, 0.10940556973218918, 0.11777687072753906, 0.12010648846626282, 0.11918728053569794, 0.12419436872005463, 0.11019042879343033, 0.1328582763671875, 0.1193961352109909, 0.12175212055444717, 0.12121810764074326, 0.12287014722824097, 0.12076468020677567, 0.1185375526547432, 0.11592201143503189, 0.11581135541200638, 0.11380866169929504, 0.11204137653112411]",0.21952567994594574,0.9492815136909485
adam,16,100,"[1.4772939682006836, 0.668787956237793, 0.45144760608673096, 0.3879551291465759, 0.3364456295967102, 0.292883038520813, 0.2753167152404785, 0.27082085609436035, 0.24748796224594116, 0.2481929510831833, 0.23062099516391754, 0.21090391278266907, 0.22086681425571442, 0.22122003138065338, 0.2012256532907486, 0.2020883709192276, 0.19215303659439087, 0.18944400548934937, 0.19868239760398865, 0.1822051703929901, 0.17956404387950897, 0.18245846033096313, 0.18485918641090393, 0.17029619216918945, 0.16760577261447906, 0.1607905924320221, 0.174216628074646, 0.1635756939649582, 0.16474807262420654, 0.15767404437065125, 0.1597762107849121, 0.1572996824979782, 0.1531032770872116, 0.14631150662899017, 0.14997635781764984, 0.15202103555202484, 0.14860495924949646, 0.143684521317482, 0.14745104312896729, 0.15094530582427979, 0.13168281316757202, 0.13617873191833496, 0.14907145500183105, 0.12992720305919647, 0.1455613523721695, 0.1421695500612259, 0.130263090133667, 0.13344863057136536, 0.13568426668643951, 0.1444970816373825, 0.13668495416641235, 0.1339319348335266, 0.12373842298984528, 0.13605478405952454, 0.12960821390151978, 0.13065628707408905, 0.13083961606025696, 0.11743325740098953, 0.11922233551740646, 0.12259101122617722, 0.12650279700756073, 0.12641243636608124, 0.11500667035579681, 0.11841007322072983, 0.11152783036231995, 0.13199280202388763, 0.10771216452121735, 0.10526642948389053, 0.12034294754266739, 0.11258503049612045, 0.11739034205675125, 0.11703035235404968, 0.11027494072914124, 0.11035404354333878, 0.11999180912971497, 0.11479213833808899, 0.10914653539657593, 0.10951734334230423, 0.11339008808135986, 0.11312941461801529, 0.11276925355195999, 0.10178986191749573, 0.11811471730470657, 0.1076965406537056, 0.108371302485466, 0.10874266177415848, 0.10663480311632156, 0.10409438610076904, 0.09962407499551773, 0.1091044470667839, 0.10806846618652344, 0.11025343835353851, 0.10128645598888397, 0.11089768260717392, 0.10535366833209991, 0.10070277750492096, 0.1016835868358612, 0.10917434841394424, 0.09983258694410324, 0.09720618277788162]","[0.6445873379707336, 0.34126755595207214, 0.24035175144672394, 0.2179371863603592, 0.20822352170944214, 0.17265942692756653, 0.17715434730052948, 0.16778913140296936, 0.1521521657705307, 0.15609200298786163, 0.15111446380615234, 0.16895432770252228, 0.15523286163806915, 0.16417065262794495, 0.15120981633663177, 0.14111267030239105, 0.14783509075641632, 0.14534807205200195, 0.1413433700799942, 0.15036225318908691, 0.14287257194519043, 0.12987002730369568, 0.12621107697486877, 0.12306356430053711, 0.14057761430740356, 0.12640070915222168, 0.14319045841693878, 0.13996252417564392, 0.12686364352703094, 0.13781791925430298, 0.1468087136745453, 0.11008890718221664, 0.11279363930225372, 0.12245842069387436, 0.1350742131471634, 0.1310257762670517, 0.12322773784399033, 0.13774922490119934, 0.12334475666284561, 0.14010334014892578, 0.12726445496082306, 0.13272343575954437, 0.11672862619161606, 0.11842720210552216, 0.12121747434139252, 0.12279947847127914, 0.13690713047981262, 0.1167808324098587, 0.12656903266906738, 0.12064988911151886, 0.1446918249130249, 0.11868108063936234, 0.1310245394706726, 0.1241883784532547, 0.1302558332681656, 0.12311534583568573, 0.13696147501468658, 0.12150727212429047, 0.1354859471321106, 0.1413789987564087, 0.13087676465511322, 0.1299322545528412, 0.12741033732891083, 0.13013161718845367, 0.1423792690038681, 0.1317386031150818, 0.1260203868150711, 0.1316578984260559, 0.12065690010786057, 0.12339731305837631, 0.11346502602100372, 0.11797440052032471, 0.12472016364336014, 0.14735572040081024, 0.11604982614517212, 0.12665443122386932, 0.12945309281349182, 0.10878468304872513, 0.12382502108812332, 0.12490145117044449, 0.12729762494564056, 0.11524880677461624, 0.10768073052167892, 0.11893250048160553, 0.1141452044248581, 0.12470445781946182, 0.12419600784778595, 0.12299397587776184, 0.13225512206554413, 0.13334716856479645, 0.12052987515926361, 0.1210687980055809, 0.12626034021377563, 0.14722959697246552, 0.12420105934143066, 0.12051994353532791, 0.12673234939575195, 0.12201637774705887, 0.12978290021419525, 0.12463102489709854]",0.22143307328224182,0.9492815136909485
adam,16,200,"[1.4958878755569458, 0.7092146873474121, 0.4722459614276886, 0.3782876133918762, 0.3163481056690216, 0.31779739260673523, 0.27480074763298035, 0.26929089426994324, 0.25576063990592957, 0.23825526237487793, 0.23422175645828247, 0.2161567211151123, 0.21789121627807617, 0.214425191283226, 0.20276211202144623, 0.20390397310256958, 0.20576468110084534, 0.19792765378952026, 0.19033502042293549, 0.17890118062496185, 0.19476599991321564, 0.17915895581245422, 0.18296466767787933, 0.169790118932724, 0.1750098317861557, 0.16827823221683502, 0.1655145287513733, 0.17017437517642975, 0.16330701112747192, 0.14645618200302124, 0.14870299398899078, 0.16465824842453003, 0.16307489573955536, 0.1448480188846588, 0.1434297114610672, 0.15454617142677307, 0.14683203399181366, 0.14946399629116058, 0.1394300013780594, 0.14245329797267914, 0.14668284356594086, 0.14298532903194427, 0.1373741328716278, 0.13769295811653137, 0.14293673634529114, 0.1332956701517105, 0.12289326637983322, 0.13395792245864868, 0.1350250244140625, 0.13794414699077606, 0.12785691022872925, 0.13523736596107483, 0.13120804727077484, 0.11901145428419113, 0.1293627917766571, 0.12150244414806366, 0.12614668905735016, 0.12036676704883575, 0.1255284696817398, 0.12337004393339157, 0.12253403663635254, 0.12572282552719116, 0.12266082316637039, 0.10868647694587708, 0.1276012659072876, 0.12349458783864975, 0.11888191848993301, 0.1266692578792572, 0.12308349460363388, 0.11919593811035156, 0.11670634150505066, 0.1073642447590828, 0.10211533308029175, 0.12699156999588013, 0.10262758284807205, 0.09473605453968048, 0.12203523516654968, 0.10397627204656601, 0.11294247210025787, 0.10417158901691437, 0.11160008609294891, 0.10794878005981445, 0.10620208829641342, 0.10563890635967255, 0.10550367087125778, 0.10241428017616272, 0.10900801420211792, 0.11235663294792175, 0.10244584083557129, 0.10776560008525848, 0.10106856375932693, 0.1037975400686264, 0.11271718144416809, 0.10634810477495193, 0.1091659888625145, 0.09352943301200867, 0.1014062762260437, 0.09886971116065979, 0.09649650752544403, 0.10145048052072525, 0.09510289132595062, 0.10184241086244583, 0.09724169969558716, 0.09786254167556763, 0.09523902088403702, 0.09914668649435043, 0.10737138241529465, 0.10072510689496994, 0.09290002286434174, 0.09563368558883667, 0.0967680886387825, 0.083623506128788, 0.10611636936664581, 0.10689079761505127, 0.09072483330965042, 0.08364655077457428, 0.09180361032485962, 0.08684123307466507, 0.10322793573141098, 0.0989961177110672, 0.08943061530590057, 0.08777408301830292, 0.0902089849114418, 0.09487098455429077, 0.0960782840847969, 0.09075944125652313, 0.08493928611278534, 0.09280933439731598, 0.10083183646202087, 0.09586310386657715, 0.08675860613584518, 0.07702714949846268, 0.0979594811797142, 0.09126124531030655, 0.08650227636098862, 0.0912085771560669, 0.08756613731384277, 0.08492155373096466, 0.08433296531438828, 0.07724890112876892, 0.08945898711681366, 0.09136899560689926, 0.08586741238832474, 0.08867289125919342, 0.08149950206279755, 0.08254607766866684, 0.09628771245479584, 0.09070479869842529, 0.09648463875055313, 0.08189377188682556, 0.08162081986665726, 0.09583202749490738, 0.09371902793645859, 0.09041101485490799, 0.08306756615638733, 0.08467742800712585, 0.08446036279201508, 0.08698354661464691, 0.09386074542999268, 0.08122952282428741, 0.07846276462078094, 0.07690750807523727, 0.0877360925078392, 0.09206641465425491, 0.07808176428079605, 0.07358167320489883, 0.08199967443943024, 0.09048229455947876, 0.08840164542198181, 0.07960908114910126, 0.08227121084928513, 0.08489769697189331, 0.07574384659528732, 0.07538773864507675, 0.07646957784891129, 0.08813726902008057, 0.08990280330181122, 0.08588095009326935, 0.09249034523963928, 0.08150076866149902, 0.07312332093715668, 0.07598920166492462, 0.08583904057741165, 0.07803540676832199, 0.07763374596834183, 0.07676545530557632, 0.09307894855737686, 0.07870319485664368, 0.07357844710350037, 0.08223506808280945, 0.08685276657342911, 0.07304911315441132, 0.0714973509311676, 0.07810995727777481, 0.07613580673933029, 0.07175922393798828, 0.08989598602056503, 0.07740949839353561, 0.08413317799568176, 0.07541472464799881]","[0.6885592937469482, 0.36523982882499695, 0.2652745544910431, 0.23924805223941803, 0.1873829960823059, 0.1818307489156723, 0.1699373573064804, 0.1779579222202301, 0.1748819500207901, 0.1615612655878067, 0.1595439463853836, 0.16159038245677948, 0.13937024772167206, 0.15571828186511993, 0.1481245458126068, 0.13289308547973633, 0.1507641077041626, 0.15022379159927368, 0.1335485875606537, 0.1331716924905777, 0.12970571219921112, 0.13310138881206512, 0.15050813555717468, 0.1180369183421135, 0.12319578230381012, 0.11252084374427795, 0.12165305763483047, 0.11147428303956985, 0.15171486139297485, 0.14130549132823944, 0.11821772903203964, 0.11696991324424744, 0.1278579831123352, 0.11531706154346466, 0.12063340097665787, 0.1219460591673851, 0.11310210824012756, 0.12239956110715866, 0.10917866230010986, 0.11927685886621475, 0.12821869552135468, 0.11422543227672577, 0.11634249985218048, 0.12190889567136765, 0.12425291538238525, 0.1326911896467209, 0.10975980013608932, 0.1150374710559845, 0.10908520221710205, 0.11377139389514923, 0.12289492040872574, 0.11299413442611694, 0.11737556010484695, 0.11645101010799408, 0.11519335210323334, 0.12147918343544006, 0.1254136711359024, 0.12007573246955872, 0.11723584681749344, 0.10990782827138901, 0.12047705799341202, 0.11850028485059738, 0.12542656064033508, 0.10587601363658905, 0.11474625021219254, 0.11280593276023865, 0.10963394492864609, 0.11852141469717026, 0.11507680267095566, 0.1170663982629776, 0.13087722659111023, 0.11183705180883408, 0.11170089244842529, 0.10737265646457672, 0.11491037905216217, 0.1100563257932663, 0.10921146720647812, 0.11408718675374985, 0.11128250509500504, 0.11181332170963287, 0.11824747174978256, 0.11531548202037811, 0.1175738200545311, 0.1097802221775055, 0.11709432303905487, 0.10512467473745346, 0.11352475732564926, 0.1244751587510109, 0.11680527031421661, 0.11108304560184479, 0.11079609394073486, 0.11831790208816528, 0.1144547313451767, 0.10850998759269714, 0.11533530056476593, 0.11109859496355057, 0.11348755657672882, 0.1091381385922432, 0.09998886287212372, 0.11438370496034622, 0.12753623723983765, 0.11245448887348175, 0.11325975507497787, 0.11437936872243881, 0.11951862275600433, 0.12221675366163254, 0.11868682503700256, 0.11026628315448761, 0.11082982271909714, 0.1114441305398941, 0.12572529911994934, 0.12962855398654938, 0.11637739092111588, 0.11660639941692352, 0.12098246067762375, 0.13454389572143555, 0.10676641017198563, 0.1115148738026619, 0.10396228730678558, 0.11598034203052521, 0.10901395231485367, 0.11391644924879074, 0.11468532681465149, 0.11897734552621841, 0.1238575130701065, 0.11938485503196716, 0.11246978491544724, 0.12013807147741318, 0.1294790804386139, 0.11397869139909744, 0.11580049991607666, 0.11640340089797974, 0.1142507791519165, 0.11658905446529388, 0.11587251722812653, 0.12081854790449142, 0.11701233685016632, 0.13082192838191986, 0.12095856666564941, 0.12486721575260162, 0.12193945050239563, 0.10785731673240662, 0.11169370263814926, 0.1187950149178505, 0.12557902932167053, 0.1291077584028244, 0.12015658617019653, 0.13792099058628082, 0.13101649284362793, 0.12644866108894348, 0.12724819779396057, 0.12590369582176208, 0.1129356175661087, 0.12754511833190918, 0.11698046326637268, 0.12130323052406311, 0.13038907945156097, 0.13006293773651123, 0.12668843567371368, 0.13424718379974365, 0.12567009031772614, 0.12026182562112808, 0.12845656275749207, 0.12798678874969482, 0.11214791983366013, 0.12818492949008942, 0.12664394080638885, 0.12390397489070892, 0.1162034273147583, 0.12737491726875305, 0.11817419528961182, 0.12703964114189148, 0.13351376354694366, 0.1380736082792282, 0.13352671265602112, 0.14135180413722992, 0.10705643147230148, 0.1210692748427391, 0.13172811269760132, 0.14102038741111755, 0.1261901706457138, 0.12332845479249954, 0.13244767487049103, 0.12187588214874268, 0.14036139845848083, 0.12632043659687042, 0.13000592589378357, 0.12455049902200699, 0.11742118746042252, 0.1326448768377304, 0.12249435484409332, 0.1338667869567871, 0.14257337152957916, 0.14017972350120544, 0.1344640552997589, 0.13427719473838806, 0.126164972782135, 0.1286594122648239, 0.12727917730808258, 0.12385401874780655]",0.23868656158447266,0.9543533325195312
adam,32,80,"[1.7855403423309326, 0.8743274807929993, 0.5840669870376587, 0.46750718355178833, 0.38525670766830444, 0.3438622057437897, 0.3038078546524048, 0.28824272751808167, 0.28371238708496094, 0.2513706386089325, 0.262922465801239, 0.2412164956331253, 0.23909269273281097, 0.22606700658798218, 0.20528706908226013, 0.2058718502521515, 0.19964498281478882, 0.20651453733444214, 0.19613449275493622, 0.19115622341632843, 0.1800163835287094, 0.1819567084312439, 0.1805310994386673, 0.18498258292675018, 0.17130152881145477, 0.1693423092365265, 0.1729041486978531, 0.1673392802476883, 0.17595231533050537, 0.16838271915912628, 0.17103438079357147, 0.1583912968635559, 0.15036024153232574, 0.14974913001060486, 0.14601242542266846, 0.15055297315120697, 0.15109243988990784, 0.15456296503543854, 0.15196146070957184, 0.14154914021492004, 0.13847775757312775, 0.15157072246074677, 0.1395396888256073, 0.1327795833349228, 0.13958755135536194, 0.13236398994922638, 0.1406942456960678, 0.13132792711257935, 0.13870012760162354, 0.12776677310466766, 0.13582190871238708, 0.1401044875383377, 0.12818431854248047, 0.13127443194389343, 0.13330894708633423, 0.12672847509384155, 0.128277987241745, 0.1303572952747345, 0.12125412374734879, 0.12682181596755981, 0.12788812816143036, 0.11980340629816055, 0.12021076679229736, 0.12145920097827911, 0.11978952586650848, 0.1153276339173317, 0.12140468508005142, 0.11522305756807327, 0.12210436165332794, 0.11562340706586838, 0.11551874130964279, 0.11363216489553452, 0.10477973520755768, 0.10835730284452438, 0.10581006109714508, 0.11904260516166687, 0.10479996353387833, 0.10436748713254929, 0.1088147684931755, 0.11549381166696548]","[0.87082439661026, 0.4675000309944153, 0.29995959997177124, 0.2283015102148056, 0.21856658160686493, 0.2019236832857132, 0.19536730647087097, 0.1803348809480667, 0.16297653317451477, 0.1628635972738266, 0.16709673404693604, 0.15443715453147888, 0.16350239515304565, 0.1467406302690506, 0.1418156772851944, 0.13219307363033295, 0.13116073608398438, 0.14762859046459198, 0.1316445767879486, 0.1349211037158966, 0.13778536021709442, 0.12724515795707703, 0.12649144232273102, 0.13138967752456665, 0.12573392689228058, 0.12242857366800308, 0.13286945223808289, 0.1275673359632492, 0.1303005814552307, 0.1263924539089203, 0.11751626431941986, 0.1129968985915184, 0.12118939310312271, 0.11527382582426071, 0.13376307487487793, 0.12236079573631287, 0.10481109470129013, 0.11586107313632965, 0.11266666650772095, 0.11267590522766113, 0.11451594531536102, 0.10593914240598679, 0.10760851949453354, 0.1149803176522255, 0.11161398887634277, 0.10989827662706375, 0.11049546301364899, 0.09941127151250839, 0.1058763638138771, 0.11547437310218811, 0.10630810260772705, 0.10819781571626663, 0.10044559091329575, 0.09545519202947617, 0.10692248493432999, 0.11489477008581161, 0.10909144580364227, 0.1126013845205307, 0.10398845374584198, 0.10484766960144043, 0.10958953946828842, 0.10587061196565628, 0.10907778888940811, 0.10433214157819748, 0.12618210911750793, 0.10846084356307983, 0.10950265824794769, 0.10622420907020569, 0.09816940873861313, 0.10491124540567398, 0.09840679913759232, 0.10690132528543472, 0.1012054830789566, 0.09221003204584122, 0.113749660551548, 0.1063523069024086, 0.10063697397708893, 0.10119257122278214, 0.10182196646928787, 0.09677078574895859]",0.20697379112243652,0.9475908875465393
adam,32,100,"[1.717719316482544, 0.8614917397499084, 0.5956043004989624, 0.4550172984600067, 0.3845745921134949, 0.3491218686103821, 0.3122049868106842, 0.2973734438419342, 0.26858800649642944, 0.2634718120098114, 0.2473321557044983, 0.24352818727493286, 0.23208880424499512, 0.23693569004535675, 0.22574426233768463, 0.21285857260227203, 0.2102317065000534, 0.20748059451580048, 0.19670827686786652, 0.1953933835029602, 0.18603676557540894, 0.1874799281358719, 0.1971179097890854, 0.18502295017242432, 0.18245083093643188, 0.1723848283290863, 0.17708781361579895, 0.1694791615009308, 0.16846014559268951, 0.17158836126327515, 0.17370782792568207, 0.16390518844127655, 0.15152445435523987, 0.1630166471004486, 0.1511104702949524, 0.1466888040304184, 0.15473572909832, 0.15675267577171326, 0.14342863857746124, 0.1445312350988388, 0.1428585797548294, 0.14251112937927246, 0.13943977653980255, 0.14800070226192474, 0.14804615080356598, 0.1460312306880951, 0.1464599370956421, 0.13809721171855927, 0.1377122849225998, 0.14189085364341736, 0.13441252708435059, 0.1260455995798111, 0.1318599134683609, 0.13230706751346588, 0.13277624547481537, 0.12647250294685364, 0.1257687509059906, 0.12206398695707321, 0.1216743141412735, 0.1322755217552185, 0.11907002329826355, 0.12546980381011963, 0.117283895611763, 0.12072356045246124, 0.12425126135349274, 0.11966130137443542, 0.12094337493181229, 0.1175694391131401, 0.11725510656833649, 0.1082448959350586, 0.11826778203248978, 0.11470262706279755, 0.1226378008723259, 0.11235189437866211, 0.1058930903673172, 0.11177950352430344, 0.11081937700510025, 0.10895495116710663, 0.10629968345165253, 0.111844502389431, 0.10469608753919601, 0.1123165562748909, 0.10857998579740524, 0.11116708815097809, 0.10725165903568268, 0.1070929616689682, 0.11275576055049896, 0.1028670147061348, 0.10666313767433167, 0.10777874290943146, 0.10212811827659607, 0.09381294995546341, 0.10398390889167786, 0.10667114704847336, 0.11266227811574936, 0.10255999863147736, 0.1020953580737114, 0.10025469958782196, 0.10292758047580719, 0.09340564906597137]","[0.8926235437393188, 0.455400288105011, 0.3095092177391052, 0.24332532286643982, 0.21501916646957397, 0.19543783366680145, 0.18916869163513184, 0.16822829842567444, 0.17119470238685608, 0.1622982919216156, 0.16670425236225128, 0.15225069224834442, 0.16150295734405518, 0.16106081008911133, 0.14815042912960052, 0.14485205709934235, 0.13308872282505035, 0.14321649074554443, 0.14579090476036072, 0.1391904205083847, 0.14225611090660095, 0.1399948000907898, 0.1385204941034317, 0.14984752237796783, 0.13438329100608826, 0.13409000635147095, 0.1290900856256485, 0.132645383477211, 0.12903068959712982, 0.1302248239517212, 0.1244422122836113, 0.11209104210138321, 0.1264859437942505, 0.12018507719039917, 0.12020032107830048, 0.12176592648029327, 0.12367799878120422, 0.11368804425001144, 0.11135663837194443, 0.1296837031841278, 0.12126066535711288, 0.12640425562858582, 0.1156640499830246, 0.12412182241678238, 0.1113833487033844, 0.11630035936832428, 0.1269419640302658, 0.11503437161445618, 0.12221396714448929, 0.12343699485063553, 0.11761754751205444, 0.12375399470329285, 0.1249447613954544, 0.11778197437524796, 0.12479108572006226, 0.11085015535354614, 0.12107443809509277, 0.11299291998147964, 0.12406183034181595, 0.10636109113693237, 0.11047322303056717, 0.10972179472446442, 0.10220817476511002, 0.10816824436187744, 0.10820173472166061, 0.10947826504707336, 0.11483681946992874, 0.1168341115117073, 0.11867298930883408, 0.11827737838029861, 0.10676921159029007, 0.11054450273513794, 0.09293664991855621, 0.10244962573051453, 0.11548119783401489, 0.11403347551822662, 0.1144743263721466, 0.1258740872144699, 0.11549458652734756, 0.11993124336004257, 0.11892309039831161, 0.10740382224321365, 0.10929708927869797, 0.10916044563055038, 0.11332859098911285, 0.11419446766376495, 0.11358767747879028, 0.10452735424041748, 0.11108633130788803, 0.11409009248018265, 0.11853001266717911, 0.10622964054346085, 0.11478102952241898, 0.11227570474147797, 0.11917053908109665, 0.1187482625246048, 0.11903325468301773, 0.12283675372600555, 0.1143588125705719, 0.11241606622934341]",0.214842289686203,0.9594252109527588
