epoch,accuracy,loss,val_accuracy,val_loss
0,0.34922072291374207,2.348947048187256,0.5321488976478577,1.589699625968933
1,0.5733961462974548,1.3934274911880493,0.7140439748764038,0.9754648208618164
2,0.6728887557983398,1.0094131231307983,0.8257191181182861,0.666703999042511
3,0.7493656873703003,0.7852862477302551,0.8824027180671692,0.47052571177482605
4,0.7939471006393433,0.6463732719421387,0.9247038960456848,0.3596903085708618
5,0.8267488479614258,0.549022912979126,0.9280880093574524,0.30171871185302734
6,0.8508517742156982,0.4725313186645508,0.9399323463439941,0.24544580280780792
7,0.8671619892120361,0.4280604124069214,0.9373942613601685,0.222605898976326
8,0.8816600441932678,0.3816903233528137,0.9390863180160522,0.21010912954807281
9,0.8852845430374146,0.35461893677711487,0.942470371723175,0.1980534940958023
10,0.8970641493797302,0.3320009112358093,0.9467005133628845,0.173284649848938
11,0.8997825384140015,0.3207343518733978,0.9416243433952332,0.17761172354221344
12,0.9026821255683899,0.2948499023914337,0.9458544850349426,0.17044208943843842
13,0.9077564477920532,0.28269022703170776,0.9568527936935425,0.15560701489448547
14,0.9108372330665588,0.26431652903556824,0.9483925700187683,0.14906148612499237
15,0.9164552092552185,0.2526276707649231,0.9551607370376587,0.14030534029006958
16,0.9182674884796143,0.23663517832756042,0.9483925700187683,0.1434764564037323
17,0.9206234216690063,0.2423320710659027,0.9492385983467102,0.13937929272651672
18,0.9255164861679077,0.2308632731437683,0.952622652053833,0.13541533052921295
19,0.9242479205131531,0.22390873730182648,0.9517766237258911,0.12724976241588593
20,0.926241397857666,0.22192105650901794,0.9492385983467102,0.12515489757061005
21,0.9264225959777832,0.2115253508090973,0.952622652053833,0.12778206169605255
22,0.9309532642364502,0.1967315524816513,0.9576988220214844,0.12088020145893097
23,0.9331279397010803,0.19632700085639954,0.9576988220214844,0.11388568580150604
24,0.930590808391571,0.19016677141189575,0.952622652053833,0.12191712856292725
25,0.9353026747703552,0.19391730427742004,0.961082935333252,0.10960950702428818
26,0.9362087845802307,0.18686528503894806,0.9551607370376587,0.125050887465477
27,0.9392895698547363,0.1721276193857193,0.9543147087097168,0.11610247194766998
28,0.9416455030441284,0.1709093153476715,0.952622652053833,0.11791155487298965
29,0.9421892166137695,0.1627446413040161,0.961082935333252,0.10416845232248306
30,0.93874591588974,0.16626478731632233,0.962774932384491,0.10327249765396118
31,0.943095326423645,0.17102889716625214,0.9686971306800842,0.10178970545530319
32,0.9401957392692566,0.17347510159015656,0.9551607370376587,0.11400290578603745
33,0.94744473695755,0.1567479521036148,0.9602369070053101,0.10358978062868118
34,0.9454512596130371,0.15611077845096588,0.9560067653656006,0.10496719181537628
35,0.9499818682670593,0.14355339109897614,0.9695431590080261,0.09617301821708679
36,0.944907546043396,0.15529897809028625,0.9517766237258911,0.1088230088353157
37,0.9488945007324219,0.14998528361320496,0.9653130173683167,0.09795459359884262
38,0.944907546043396,0.15166911482810974,0.9602369070053101,0.10528610646724701
39,0.9445451498031616,0.1519285887479782,0.9661590456962585,0.09798873960971832
40,0.9479883909225464,0.14987897872924805,0.9661590456962585,0.09926076233386993
41,0.9481696486473083,0.14731815457344055,0.9636209607124329,0.09597180038690567
42,0.9523378014564514,0.13722868263721466,0.9678511023521423,0.0956403836607933
43,0.9519753456115723,0.13475461304187775,0.9678511023521423,0.09241645783185959
44,0.9505255818367004,0.12916402518749237,0.9653130173683167,0.09683085978031158
45,0.9507067799568176,0.13269945979118347,0.9712352156639099,0.09142440557479858
46,0.9503443241119385,0.13430367410182953,0.9695431590080261,0.09217046946287155
47,0.953787624835968,0.1251012682914734,0.9653130173683167,0.09759470075368881
48,0.9543312788009644,0.1211714968085289,0.9686971306800842,0.09195880591869354
49,0.9559623003005981,0.1204407662153244,0.970389187335968,0.08737701922655106
50,0.9507067799568176,0.13133248686790466,0.9720812439918518,0.08758602291345596
51,0.9584994316101074,0.11628559231758118,0.9686971306800842,0.09437297284603119
52,0.9563247561454773,0.12078268080949783,0.9737732410430908,0.08683820068836212
53,0.9563247561454773,0.11648429185152054,0.9678511023521423,0.08674956113100052
54,0.9565059542655945,0.11443689465522766,0.9695431590080261,0.0842944011092186
55,0.9550561904907227,0.11692722886800766,0.9661590456962585,0.09066881984472275
56,0.9525189995765686,0.12460310757160187,0.9678511023521423,0.08972493559122086
57,0.9586806893348694,0.11444482207298279,0.9678511023521423,0.08917324244976044
58,0.9548749327659607,0.11878114193677902,0.9661590456962585,0.09234479814767838
59,0.9606741666793823,0.11212927103042603,0.9771573543548584,0.08550537377595901
60,0.9601304531097412,0.11469517648220062,0.9695431590080261,0.092805877327919
61,0.958137035369873,0.11118583381175995,0.9661590456962585,0.09266683459281921
62,0.9612178206443787,0.10881922394037247,0.9644669890403748,0.08990906178951263
63,0.9577745795249939,0.11998041719198227,0.9695431590080261,0.09119315445423126
64,0.9574121236801147,0.11354107409715652,0.9712352156639099,0.09261998534202576
65,0.9610366225242615,0.11077629029750824,0.9720812439918518,0.0874406024813652
66,0.9648423194885254,0.0995011106133461,0.970389187335968,0.08400809019804001
67,0.958137035369873,0.109185591340065,0.9636209607124329,0.09217265993356705
68,0.9610366225242615,0.108356773853302,0.9737732410430908,0.08319729566574097
69,0.9626676440238953,0.1016845777630806,0.9712352156639099,0.090579092502594
70,0.9639362096786499,0.10070029646158218,0.9661590456962585,0.0931253731250763
71,0.9630300998687744,0.10024663060903549,0.962774932384491,0.09569086879491806
72,0.9615802764892578,0.10288799554109573,0.9746192693710327,0.08627263456583023
