epoch,accuracy,loss,val_accuracy,val_loss
0,0.36698079109191895,2.3909244537353516,0.5583756566047668,1.6033000946044922
1,0.57992023229599,1.4220964908599854,0.6675127148628235,0.9798280596733093
2,0.6714389324188232,1.0398646593093872,0.807106614112854,0.6702010035514832
3,0.7412105798721313,0.8286625742912292,0.8900169134140015,0.4999291002750397
4,0.793222188949585,0.682945191860199,0.903553307056427,0.39902710914611816
5,0.8262051343917847,0.5725429058074951,0.9086294174194336,0.33069416880607605
6,0.8441464304924011,0.5114017724990845,0.913705587387085,0.283439964056015
7,0.8571946620941162,0.47009211778640747,0.9247038960456848,0.25840842723846436
8,0.8736861348152161,0.4093121886253357,0.9255499243736267,0.23034220933914185
9,0.8807538747787476,0.37741702795028687,0.9263959527015686,0.22086474299430847
10,0.8890902400016785,0.3510342538356781,0.9340101480484009,0.20905886590480804
11,0.892533540725708,0.3432024419307709,0.9348561763763428,0.19779951870441437
12,0.898876428604126,0.3168235421180725,0.933164119720459,0.18446508049964905
13,0.9041319489479065,0.3044435977935791,0.923011839389801,0.19827331602573395
14,0.9059441685676575,0.29310542345046997,0.9297800064086914,0.18127140402793884
15,0.9095686674118042,0.27946552634239197,0.942470371723175,0.1695464700460434
16,0.915549099445343,0.2661896347999573,0.9382402896881104,0.1649528443813324
17,0.9124683141708374,0.26703521609306335,0.9399323463439941,0.16323380172252655
18,0.9184486865997314,0.2501271665096283,0.9365482330322266,0.16262702643871307
19,0.917542576789856,0.24437376856803894,0.9399323463439941,0.15783482789993286
20,0.9171801209449768,0.24745574593544006,0.9433164000511169,0.16266928613185883
21,0.9188111424446106,0.23452529311180115,0.9340101480484009,0.1568843424320221
22,0.9226168990135193,0.23006050288677216,0.9441624283790588,0.15656334161758423
23,0.9160928130149841,0.23148804903030396,0.9390863180160522,0.1513472944498062
24,0.9220731854438782,0.22288788855075836,0.9450084567070007,0.14876554906368256
25,0.9231605529785156,0.22090749442577362,0.9433164000511169,0.14485906064510345
26,0.9229793548583984,0.21734710037708282,0.9357022047042847,0.15468396246433258
27,0.9289597868919373,0.21184426546096802,0.9458544850349426,0.1504943072795868
28,0.9289597868919373,0.20601949095726013,0.9416243433952332,0.1476137489080429
29,0.9275099635124207,0.20795585215091705,0.9492385983467102,0.1422455757856369
30,0.9255164861679077,0.21228209137916565,0.9467005133628845,0.14099903404712677
31,0.9309532642364502,0.19820748269557953,0.9517766237258911,0.13538089394569397
32,0.9289597868919373,0.20205157995224,0.9492385983467102,0.13837307691574097
33,0.9293222427368164,0.19624309241771698,0.9441624283790588,0.14567320048809052
34,0.9342153072357178,0.19100803136825562,0.9483925700187683,0.12875911593437195
35,0.9313157200813293,0.19366061687469482,0.9475465416908264,0.13322676718235016
